CN	EN
<Assistant_Title1>【午夜焦点】</>\n<Assistant_Title2>描述：</>神眷池饰品\n<Assistant_Title2>使用：</>使用后获得午夜焦点，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：在<Assistant_System>美神馈赠商店</>中使用<Assistant_Red>1</>张神眷牌兑换	<Assistant_Title1> [Midnight Focus] </>\n<Assistant_Title2> Description: </> God's Favor Pool accessory \n<Assistant_Title2> Use: </> After use, obtain Midnight Focus; click <Assistant_System> Appearance - Change Outfit </> to view and use. \n<Assistant_Title2> Acquisition: Exchange using <Assistant_Red> 1 </> God's Favor Card in the <Assistant_System> Goddess's Gift Shop </>
<Assistant_Title1>【单色邮票】</>\n<Assistant_Title2>描述：</>世界冒险玩法奖励展台贴纸\n<Assistant_Title2>使用：</>使用后获得单色邮票，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城-百货-冒险商店</>使用冒险勋章兑换	<Assistant_Title1>【Monochrome Stamp】</>\n<Assistant_Title2>Description: </>World Adventure gameplay reward display sticker.\n<Assistant_Title2>Usage: </>Use to obtain the Monochrome Stamp. You can view and use it by clicking <Assistant_System>Appearance - Display Stand</>.\n<Assistant_Title2>Acquisition: </>Exchange using Adventure Medals in <Assistant_System>Shop - General Goods - Adventure Shop</>.
<Assistant_Title1>【博物浪漫】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得博物浪漫套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Museum Romance】</>\n<Assistant_Title2>Description: </>Store Direct-Purchase Fashion\n<Assistant_Title2>Usage: </>After purchasing in the store, you will obtain the Museum Romance set. You can click <Assistant_System>Appearance - Dress Up</> to view and use it. \n<Assistant_Title2>Obtain: </>Obtained via <Assistant_System>Store</>
<Assistant_Title1>【印象湖畔】</>\n<Assistant_Title2>描述：</>神眷展台\n<Assistant_Title2>使用：</>使用后获得印象湖畔，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>召唤-灵界焕容-灵幻祭坛商店</>中使用灵幻牌兑换	<Assistant_Title1>【Impression Lakeside】</>\n<Assistant_Title2>Description: </>God-favored Showcase\n<Assistant_Title2>Usage: </>After use, you will obtain the Impression Lakeside. You can click <Assistant_System>Appearance - Showcase</> to view and use it. \n<Assistant_Title2>Acquisition: </>Exchange using Spirit Illusion Cards in the <Assistant_System>Summon - Spirit World Transformation - Spirit Illusion Altar Shop</>
<Assistant_Title1>【历战之荣】</>\n<Assistant_Title2>描述：</>竞技玩法饰品\n<Assistant_Title2>使用：</>使用后获得历战之荣，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过终末猎杀拍卖获取	<Assistant_Title1> [Glory of Battle-Hardened] </>\n<Assistant_Title2> Description: </> Competition gameplay accessory \n<Assistant_Title2> Use: </> After use, obtain Glory of Battle-Hardened; click <Assistant_System> Appearance - Change Outfit </> to view and use. \n<Assistant_Title2> Acquisition: </> Obtained via Final Hunt auction
<Assistant_Title1>【原著瞬间】</>\n<Assistant_Title2>介绍</>\n伟大的”愚者“先生也曾在这里生活，往日记忆和足迹凝结成值得铭记的瞬间。欢迎来到老地方，见见老朋友，探寻原著中的那场旧梦。\n<Assistant_Title2>玩法指引</>\n<Assistant_Title3>1.进入玩法</>\n可通过以下方式前往【原著旧梦】：\n<Assistant_Property2>跑团入口：</>打开菜单进入【跑团】，加入任一教团后，在【秩序世界】中选择玩法【原著瞬间】，选中点击【前往】即可自动寻路。\n<Assistant_Property1>地图入口：打开地图，切换至【探秘】页签，在【世界详情】中查看【原著瞬间】玩法图标，并根据图标指引，在地图中找到对应标识，点击【前往】即可自动寻路。\n<Assistant_Title3>2.完成交互</>\n到达目标地点后，交互点击【触摸】，重温过往的记忆。\n<Assistant_Title3>3.获得奖励</>\n【触摸】后即可获得奖励，并增加对应地图秩序世界完成度。	<Assistant_Title1>【Moments from the Original Work】</>\n<Assistant_Title2>Introduction</>\nThe great Mr. Fool also lived here once; past memories and footprints have condensed into moments worth remembering. Welcome back to the old place, meet old friends, and explore that old dream from the original work. \n<Assistant_Title2>Gameplay Guide</>\n<Assistant_Title3>1. Enter Gameplay</>\nYou can head to 【Original Work's Old Dream】 via the following methods:\n<Assistant_Property2>TRPG Entry:</>Open the menu to enter 【TRPG】, join any organization, select the 【Moments from the Original Work】 gameplay in the 【Order World】, and click 【Go】 to automatically pathfind.\n<Assistant_Property1>Map Entry: Open the map, switch to the 【Exploration】 tab, view the 【Moments from the Original Work】 gameplay icon in 【World Details】, follow the icon's guidance to find the corresponding marker on the map, and click 【Go】 to automatically pathfind.\n<Assistant_Title3>2. Complete Interaction</>\nAfter reaching the target location, interact by clicking 【Touch】 to relive past memories.\n<Assistant_Title3>3. Obtain Rewards</>\nAfter 【Touching】, you will receive rewards and increase the completion progress of the corresponding Order World map.
<Assistant_Title1>【古典竖琴】</>\n<Assistant_Title2>描述：</>七日任务奖励展台组件\n<Assistant_Title2>使用：</>使用后获得古典竖琴，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</>七日任务解锁	<Assistant_Title1>【Classical Harp】</>\n<Assistant_Title2>Description: </>Display stand component rewarded for 7-Day Quest\n<Assistant_Title2>Usage: </>After use, you will obtain the Classical Harp. You can click <Assistant_System>Appearance - Display Stand</> to view and use it.\n<Assistant_Title2>Acquisition: </>Unlock via 7-Day Quest.
<Assistant_Title1>【吟游诗人】</>\n<Assistant_Title2>介绍:</>在各处探索时，偶尔会听到带有明确方向感的低语声在耳边回荡，循着声音逐步接近其来源，便可找到吟游诗人。\n<Assistant_Title2>玩法指引：</>\n<Assistant_Title3>1.寻找吟游诗人</>\n可通过以下任一方式前往吟游诗人：\n<Assistant_Property2>跑团入口：</>打开菜单进入【跑团】，加入任意教团后，在【秩序世界】中选择【吟游诗人】，点击【前往】即可自动寻路。\n<Assistant_Property1>地图入口：</>打开地图，切换至【探秘】页签，在地图中点击吟游诗人图标，即可追踪并自动寻路。\n<Assistant_Title3>2.聆听旋律</>\n到达目标地点后，跟随脚下的音波寻找声音来源，与吟游诗人对话，并选择对应的互动方式。\n<Assistant_Title3>3.完成挑战</>\n寻找旋律：开启<Assistant_System>灵视</>，寻找附近散落的三个音符，收集完成后即可开启奖励宝箱。\n哼唱旋律或解析旋律：根据提示完成投掷检定，检定成功即可完成挑战并获得奖励。	<Assistant_Title1>【Bard】</>\n<Assistant_Title2>Introduction:</>When exploring various places, you will occasionally hear whispers with a clear sense of direction echoing in your ears. Follow the sound to gradually approach its source, and you will find the Bard.\n<Assistant_Title2>Gameplay Guide:</>\n<Assistant_Title3>1. Find the Bard</>\nYou can go to the Bard in any of the following ways:\n<Assistant_Property2>TRPG Entrance:</>Open the menu to enter 【TRPG】, join any sect, select 【Bard】 in the 【Order World】, and click 【Go】 to automatically pathfind.\n<Assistant_Property1>Map Entrance:</>Open the map, switch to the 【Exploration】 tab, click the Bard icon on the map to track and automatically pathfind.\n<Assistant_Title3>2. Listen to the Melody</>\nAfter arriving at the target location, follow the sound waves at your feet to find the source of the sound, talk to the Bard, and choose the corresponding interaction method.\n<Assistant_Title3>3. Complete the Challenge</>\nFind the melody: Turn on <Assistant_System>spirit vision</>, find the three musical notes scattered nearby, and after collecting them, you can open the reward chest.\nHum the melody or analyze the melody: Complete the throwing check according to the prompts; if the check is successful, you can complete the challenge and receive rewards.
<Assistant_Title1>【命运】</>\n<Assistant_Title2>描述：</>创角发型\n<Assistant_Title2>使用：</>创角后获得命运，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>创角时可选择获取一款发型，剩余发型后续可通过<Assistant_System>商城</>获取	<Assistant_Title1>【Fate】</>\n<Assistant_Title2>Description: </>Character creation hairstyle\n<Assistant_Title2>Usage: </>After character creation, you will obtain Fate. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>You can choose one hairstyle during character creation; remaining hairstyles can be obtained later via the <Assistant_System>Mall</>.
<Assistant_Title1>【咏叹与宣叙】</>\n<Assistant_Title2>描述：</>神眷时装\n<Assistant_Title2>使用：</>使用后获得咏叹与宣叙套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-星灵奇装</>获得	<Assistant_Title1>【Aria and Recitative】</>\n<Assistant_Title2>Description: </>God-favored Outfit\n<Assistant_Title2>Usage: </>After use, you will obtain the Aria and Recitative set. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Summon - Astral Wonders</>
<Assistant_Title1>【咪咪喵喵】</>\n<Assistant_Title2>描述：</>段位奖励展台贴纸\n<Assistant_Title2>使用：</>使用后获得咪咪喵喵，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>躺赢-段位天梯</>达到一定段位获取	<Assistant_Title1>【Mimi Meow】</>\n<Assistant_Title2>Description: </>Rank Reward Display Stand Sticker\n<Assistant_Title2>Usage: </>After use, you will obtain Mimi Meow. You can click <Assistant_System>Appearance-Display Stand</> to view and use it.\n<Assistant_Title2>Acquisition: </><Assistant_System>Easy Win-Ranked Ladder</>Obtained upon reaching a certain rank
<Assistant_Title1>【喵乌贼】</>\n<Assistant_Title2>描述：</>段位奖励饰品\n<Assistant_Title2>使用：</>使用后获得喵乌贼，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>躺赢-段位天梯</>达到一定段位获取	<Assistant_Title1>【Meow Squid】</>\n<Assistant_Title2>Description: </>Rank Reward Accessory\n<Assistant_Title2>Usage: </>After use, you will obtain Meow Squid. You can click <Assistant_System>Appearance-Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </><Assistant_System>Easy Win-Ranked Ladder</>Obtained upon reaching a certain rank
<Assistant_Title1>【圣殿福音】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得圣殿福音套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Temple Gospel】</>\n<Assistant_Title2>Description: </>Shop Direct-Purchase Outfit\n<Assistant_Title2>Usage: </>Purchase in the shop to obtain the Temple Gospel outfit. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Shop</>
<Assistant_Title1>【堕落屠戮】</>\n<Assistant_Title2>描述：</>神眷武器外观\n<Assistant_Title2>使用：</>使用后获得堕落屠戮，可点击<Assistant_System>外观-武器</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>召唤-灵界焕容-美神馈赠商店</>中使用<Assistant_Red>1</>张神眷牌兑换	<Assistant_Title1>【Fallen Slaughter】</>\n<Assistant_Title2>Description: </>God-favored Weapon Appearance\n<Assistant_Title2>Usage: </>After use, you will obtain the Fallen Slaughter. You can click <Assistant_System>Appearance - Weapon</> to view and use it. \n<Assistant_Title2>Acquisition: </>Exchange using <Assistant_Red>1</> God-favored Card in the <Assistant_System>Summon - Spirit World Transformation - Goddess's Gift Shop</>
<Assistant_Title1>【壳中的宇宙】</>\n<Assistant_Title2>描述：</>神眷发型\n<Assistant_Title2>使用：</>使用后获得壳中的宇宙，可点击<Assistant_System>外观-换装</>查看并使用，也可兑换为<Assistant_Red>1</>张神眷牌。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得，或在<Assistant_System>美神馈赠商店</>中使用<Assistant_Red>1</>张神眷牌购买	<Assistant_Title1> [Universe in a Shell] </>\n<Assistant_Title2> Description: </> God's Favor Hairstyle \n<Assistant_Title2> Use: </> After use, obtain Universe in a Shell; click <Assistant_System> Appearance - Change Outfit </> to view and use, or exchange for <Assistant_Red> 1 </> God's Favor Card. \n<Assistant_Title2> Acquisition: </> Obtained via <Assistant_System> Summon - Spirit World Renewal </>, or purchase using <Assistant_Red> 1 </> God's Favor Card in the <Assistant_System> Goddess's Gift Shop </>
