CN	EN
<Assistant_Title1>【俱乐部】</>\n<Assistant_Title2>开放等级：</>认知等级<Assistant_Red>20级</>\n<Assistant_Title2>系统入口：</><Assistant_System>菜单-俱乐部</>{JumpToUI:[【前往查看】]|1250052}\n<Assistant_Title2>系统介绍：</>角色等级到达20级，可以选择加入俱乐部或自行创建俱乐部。参与各种俱乐部活动玩法，获取丰厚的活动奖励和同行纹章，同行纹章可在俱乐部商店中兑换奖励道具。\n<Assistant_Title2>创建俱乐部：</>创建俱乐部需要缴纳创建费用，创建后24小时内响应人数达到4人则创建成功，超时将创建失败。<Assistant_Red>创建失败和主动取消创建，都不会返还创建费用。</>\n<Assistant_Title2>俱乐部类型：</>俱乐部分为休闲俱乐部和战斗俱乐部，可在俱乐部信息修改处进行调整，休闲俱乐部不会在成员列表显示非凡评分。\n<Assistant_Title2>改名道具：</>可在<Assistant_System>商城 - 秘藏陈列</>中购买更名布告，更改俱乐部的名称和徽章字。\n<Assistant_Title2>活动限制：</>1.俱乐部成员锁定规则：在以俱乐部为单位的玩法活动（如<Assistant_System>四方联赛、歌剧魅影、猎城战、高原战</>）期间，俱乐部<Assistant_Red>不允许成员的加入和退出。</>\n2.俱乐部活动途径人数限制：部分俱乐部活动对参与成员的<Assistant_Red>途径人数</>有限制要求，详情可见俱乐部活动说明。\n3.参与活动前请先确认职位分配情况，<Assistant_Red>部分活动仅支持正式会员参赛</>，正式会员是俱乐部的中坚力量，可以参与俱乐部内的玩法活动；候补成员是俱乐部的储备力量，部分俱乐部活动无法参与，可以保持活跃状态，联系管理转正为会员。\n<Assistant_Title3>基础功能细节规则：</>{SendAnswer:[俱乐部-俱乐部建筑和资金]|1401}，{SendAnswer:[俱乐部-俱乐部职位]|1402}，{SendAnswer:[俱乐部-俱乐部活跃]|1403}，{SendAnswer:[场景-俱乐部]|567}	<Assistant_Title1>【Club】</>\n<Assistant_Title2>Unlock Level: </>Cognition Level <Assistant_Red>20</>\n<Assistant_Title2>System Access: </><Assistant_System>Menu - Club</>{JumpToUI:[【View】]|1250052}\n<Assistant_Title2>System Introduction: </>Once your character reaches level 20, you can choose to join a club or create your own. Participate in various club activities to earn rich rewards and Companion Emblems, which can be exchanged for reward items in the Club Shop.\n<Assistant_Title2>Creating a Club: </>Creating a club requires a fee. If at least 4 people respond within 24 hours of creation, the club is successfully established; otherwise, it will fail.<Assistant_Red>The creation fee is not refunded if the creation fails or is voluntarily canceled.</>\n<Assistant_Title2>Club Types: </>Clubs are divided into Leisure Clubs and Competition Clubs, which can be adjusted in the Club Information settings. Leisure Clubs do not display Beyonder ratings in the member list.\n<Assistant_Title2>Renaming Items: </>You can purchase a Renaming Notice in the <Assistant_System>Mall - Treasure Display </> to change the club's name and emblem text.\n<Assistant_Title2>Activity Restrictions: </>1. Club Member Lock Rule: During club-based activities (such as <Assistant_System>Four-Way League, Phantom of the Opera, Hunting City Battle, Highland Battle</>), clubs <Assistant_Red>do not allow members to join or leave.</>\n2. Club Activity Pathway Participation Limits: Some club activities have requirements for the number of participants from specific <Assistant_Red>Pathways</>; see the club activity instructions for details.\n3. Please confirm position assignments before participating in activities, as <Assistant_Red>some activities only support official members participating</>. Official members are the backbone of the club and can participate in all club activities; reserve members are the club's backup force and cannot participate in some activities. You can maintain an active status and contact management to be promoted to an official member.\n<Assistant_Title3>Basic Function Details: </>{SendAnswer:[Club - Club Buildings and Funds]|1401}, {SendAnswer:[Club - Club Positions]|1402}, {SendAnswer:[Club - Club Activity]|1403}, {SendAnswer:[Scene - Club]|567}
优雅 优雅 优雅	Elegant Elegant Elegant
<P_Yellow>她便在晕眩中蔫萎凋落——</>	<P_Yellow>She withered and fell in a daze—</>
已成功完成ci流程	CI process successfully completed
泥泞、垃圾，还有那些永远修不好的破房子……真是受够了！	Mud, trash, and those broken houses that can never be fixed... I'm really fed up!
联赛 甲组第一名	League Group A First Place
长生，龙啸，迪迦俱乐部的，你们有本事别上线四方战	Chang Sheng, Long Xiao, and Dija Club members, if you have the guts, don't log in for the Four-Way War.
剩余时间：18天	Remaining Time: 18 Days
喂，你倒是过来看看啊。	Hey, come over and take a look.
奥尼尔沃特	O'Neil Watt
请握住你的命运	Please grasp your fate.
<HighLight>物</>品名称七个字<Kind>【封印物】</>	<HighLight>Item</> name seven characters <Kind>【Sealed Artifact】</>
似乎植物没有获得足够的养分？	It seems the plants didn't get enough nutrients?
<RedStage>0</>/12件装备强化至6阶	<RedStage>0</>/12 pieces of Equipment strengthened to Tier 6
历史词条	Historical Entry
就这么多，去找老尼尔吧，他现在应该在武器库值班。	That's all, go find Old Neil; he should be on duty at the Armory now.
我的好友（4）	My Friends (4)
是否开启占	Whether to enable divination
會傳進來嗎	Will it be transmitted inside?
本次契约剩余6天12小时	Remaining time for this contract: 6 days 12 hours
软萌可爱小正太可以叫我了	Soft and cute little boy, you can call me now.
银骑士·...	Silver Knight...
魔女的荒诞剧	The Demoness's Absurdist Play
你真站桩打啊	You're really standing still to fight
排除的组件	Excluded Components
无阳光  —  Lv 62 | Apprentice | 4 m | Inspect	No Sunlight — Lv 62 | Apprentice | 4 m | Inspect
热度:10/100	Heat: 10/100
牌位回血	Tablet Heal.
你可以选择一颗子弹，而这轮，我会帮你一个小忙，拿走一颗假的。	You can choose a bullet, and this round, I'll do you a small favor and take away a fake one.
如需提前解冻，请缴纳保证金：<Penalty_3>124889金镑</>，缴\r\n纳后7天内，如无再次同类型违规行为，则返还\r\n缴纳的保证金，首次违规100%返还金镑，再次\r\n违规则按照当前寄售汇率折算返还苏勒。\r\n	To unfreeze early, please pay a security deposit: <Penalty_3>124889 Pounds</>. After payment, if there are no further violations of the same type within 7 days, the security deposit will be returned. For the first violation, 100% of the Pounds will be returned; for subsequent violations, it will be converted and returned in soli based on the current consignment exchange rate.
是中文。	It's Chinese.
消耗20	Consumes 20
猪肉串	Pork skewers.
纸牌飞刀会在命中的第一个敌人脚下召唤小型纸牌飞刀	Card Flying Dagger summons a small Card Flying Dagger at the feet of the first enemy hit
公会手册	Guild Handbook
好吧亲爱的，但你欠我一支舞。	Very well, my dear, but you owe me a dance.
密码错误，剩余尝试次数4次	Incorrect password, 4 attempts remaining
玩家玩家的房间	Player Player's Room
2个人还没T伤害高	Two people and still not as much damage as the Tank.
本期时间2025/5/20-2025/6/20	Period Time: 2025/5/20-2025/6/20
组队完成【五月庄园】	Complete [May Manor] in a team
3天25小时	3 days 25 hours
伤害木桩1	Damage Dummy 1
公告 :	Announcement :
火车文案火车文案火车文案火车文案火车文案火车文案	Train copy train copy train copy train copy train copy train copy
灵摆顺时针快速转动，命运为灾祸见证者揭示了极为肯定的答案。愿此行顺利！	The pendulum rotates rapidly clockwise; fate reveals a very certain answer for Disaster Witness. May this journey go smoothly!
秘偶名	Marionette Name
这种打的没营养	This kind of fighting has no nutritional value.
一段时间以来，未成年人过度使用甚至沉迷网络游戏问题突出，对正常生活学习和健康成长造成不良影响，社会各方面特别是广大家长反映强烈。为进一步严格管理措施，坚决防止未成年人沉迷网络游戏，切实保护未成年人身心健康，现将有关要求通知如下。\r\n\r\n一、严格限制向未成年人提供网络游戏服务的时间。自本通知施行之日起，所有网络游戏企业仅可在周五、周六、周日和法定节假日每日20时至21时向未成年人提供1小时网络游戏服务，其他时间均不得以任何形式向未成年人提供网络游戏服务。\r\n\r\n二、严格落实网络游戏用户账号实名注册和登录要求。所有网络游戏必须接入国家新闻出版署网络游戏防沉迷实名验证系统，所有网络游戏用户必须使用真实有效身份信息进行游戏账号注册并登录网络游戏，网络游戏企业不得以任何形式（含游客体验模式）向未实名注册和登录的用户提供游戏服务。\r\n\r\n三、各级出版管理部门加强对网络游戏企业落实提供网络游戏服务时段时长、实名注册和登录、规范付费等情况的监督检查，加大检查频次和力度，对未严格落实的网络游戏企业，依法依规严肃处理。	For some time, excessive use of and addiction to online games among minors have become serious problems, adversely affecting their normal lives, studies, and healthy development. These concerns have prompted strong public responses, particularly from parents. To further strengthen management, prevent minors from becoming addicted to online games, and protect their physical and mental health, the following requirements are hereby announced.\r\n\r\nI. Strictly limit the hours during which online gaming services are provided to minors. From the effective date of this notice, all online gaming companies may provide minors with only 1 hour of online gaming services, from 20:00 to 21:00, on Fridays, Saturdays, Sundays, and statutory holidays. At all other times, online gaming services must not be provided to minors in any form.\r\n\r\nII. Strictly enforce real-name registration and login requirements for online gaming accounts. All online games must connect to the National Press and Publication Administration's real-name verification system for preventing online gaming addiction. All users must register and log in using genuine, valid identity information. Online gaming companies must not provide services in any form, including guest trial modes, to users who have not registered and logged in under their real identities.\r\n\r\nIII. Publishing authorities at all levels shall strengthen supervision and inspection of online gaming companies' compliance with service hours and duration limits, real-name registration and login, payment practices, and related requirements. Inspections shall be more frequent and rigorous. Companies that fail to comply strictly shall be dealt with seriously in accordance with applicable laws and regulations.
名字五个字	Five Character Name
比霍伊大学大多了，应该去哪……问问工作人员好了。	It's much bigger than Hoy University, where should I go... I'll ask the staff.
洞察不是天赋，是无数次沉默观察的积累。	Insight is not a gift; it is the accumulation of countless moments of Silence.
页签按钮六字	Tab Button Six
她指尖翻飞于文件间，墨色在苍白面容描述描述	Her fingertips fluttered among the documents, ink describing on her pale face describing
输出奶吗	Is it a damage-dealing healer?
随后又从窥秘人途径序列1“知识皇帝”强行跨到律师途径序列0“黑皇帝”，在这个过程中，罗塞尔经历了失控、刺杀。	Subsequently, he forcibly crossed from Sequence 1 'Knowledge Emperor' of the Mystery Pryer pathway to Sequence 0 'Black Emperor' of the Lawyer pathway. During this process, Roselle experienced loss of control and assassination.
前面好像有个人影	There seems to be a figure ahead
在场景中自由探索，体验多样的居民生活与互动玩法。在场景中自由探索，体验多样的居民生活与互动玩法。在场景中自由探索，体验多样的居民生活与互动玩法。在场景中自由探索，体验多样的居民生活与互动玩法。在场景中自由探索，体验多样的居民生活与互动玩法。在场景中自由探索，体验多样的居民生活与互动玩法。在场景中自由探索，体验多样的居民生活与互动玩法。在场景中自由探索，体验多样的居民生活与互动玩法在场景中自由探索，体验多样的居民生活与互动玩法。在场景中自由探索，体验多样的居民生活与互动玩法。在场景中自由探索，体验多样的居民生活与互动玩法。在场景中自由探索，体验多样的居民生活与互动玩法	Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay. Freely explore the scene and experience diverse resident life and interactive gameplay
